Id,Name,hed__Course_ID__c
a0C8c00000YK1qfEAD,Interpréter les épîtres,CBE111
a0C8c00000XMMl8EAH,Intervention en situations de crise,HP3311
a0C8c00000XMMl9EAH,Intervention en situations de crise,HP7311
a0C8c00000XMMY1EAP,Intervention milieu familial,EP3542
a0C8c00000XMMYhEAP,Intro. Langues Bibl. (Grec),LA1721
a0C8c00000XMMYgEAP,Intro. Langues Bibl. (Hébreu),LA1720
a0C8c00000XMMYrEAP,Intro. Étude Induct. 1 Thess,NT1203
a0C8c00000yChRvEAK,Introduction to Biblical Hebrew I,LA5741E
a0C8c00000yChRlEAK,Introduction to Biblical Hebrew I,LA1741E
a0CON00000RWKJh2AP,Introduction to Biblical Hebrew II,LA5742E
a0CON00000RWXPg2AP,Introduction to Biblical Hebrew II,LA1742E
a0C8c00000XMMlBEAX,Introduction à l'Église et sa mission,EP6511
a0C8c00000XMMlAEAX,Introduction à l'Église et sa mission,EP2511
a0C8c00000YJhbqEAD,Introduction à la Bible et son interprétation,BI5210
a0C8c00000YJhblEAD,Introduction à la Bible et son interprétation,BI1210
a0C8c00000XMMdIEAX,Introduction à la logique et rhétorique,HP2525
a0C8c00000XMMcaEAH,Introduction à la nature humaine,HP2511
a0C8c00000XMMZeEAP,Intégration théol. bibl. syst.,TS6310
a0C8c00000YJgikEAD,Intégration théol. bibl. syst.,TS9131
a0C8c00000XMMYvEAP,Jean,NT2206
a0C8c00000XMMlCEAX,Jean 13-21,NT2206b
a0C8c00000XMMlEEAX,Jean 13-21,NT7206b
a0C8c00000XMMlFEAX,Jean 13-21,NT9206b
a0C8c00000XMMlDEAX,Jean 13-21,NT6206b
a0C8c00000XMMaREAX,Job et Ecclésiaste,AT2130
a0C8c00000YJgiGEAT,Job et Ecclésiaste,AT6130
a0C8c00000XMMdDEAX,Justice,IMS708
a0C8c00000XMMlHEAX,Jérémie,AT7126
a0C8c00000XMMlGEAX,Jérémie,AT3126
a0C8c00000hH1MCEA0,L'appel de Dieu,EP6219
a0C8c00000hH1M7EAK,L'appel de Dieu,EP2219
a0C8c00000XMMXjEAP,L'homme ds le milieu familial,EP2540
a0C8c00000XMMmZEAX,"L'Église, la miséricorde et les marginaux",HP7307
a0C8c00000XMMmYEAX,"L'Église, la miséricorde et les marginaux",HP3307
a0C8c00000XMMcxEAH,L'Évangile,IMS601
a0C8c00000XMMisEAH,L'Évangile de Jésus-Christ,TS6102
a0C8c00000XMMirEAH,L'Évangile de Jésus-Christ,TS2102
a0C8c00000XMMlLEAX,L'Évangile et les grandes religions du monde,HP7240
a0C8c00000XMMlKEAX,L'Évangile et les grandes religions du monde,HP3240
a0C8c00000XMMlIEAX,L'épître aux Romains,NT1210
a0C8c00000XMMlJEAX,L'épître aux Romains,NT5210
a0C8c00000XMMaVEAX,L'évangile dans un monde contemporain,CEI100
a0C8c00000XMMcMEAX,L'évangile et la mssion,EP3311
a0C8c00000XMMdQEAX,La femme dans son milieu de vie,EP2527
a0C8c00000YTtdIEAT,La femme dans son milieu de vie,EP6527
a0C8c00000YJgigEAD,La Prière,TS3312
a0C8c00000XMMZREA5,La Prière,TS1312
a0C8c00000YK2uCEAT,La prière et le Saint-Esprit,TS3350
a0C8c00000YK2uHEAT,La prière et le Saint-Esprit,TS7350
a0C8c00000XMMb9EAH,La puissance dans la faiblesse,EP9121
a0C8c00000XMMlMEAX,La puissance dans la faiblesse,EP6210
a0C8c00000XMMlNEAX,La puissance dans la faiblesse,EP4210
a0C8c00000YI8AQEA1,La Torah,AT5301
a0C8c00000YI8APEA1,La Torah,AT1301
a0C8c00000XMMbZEAX,LD - Apologétique,EP9700
a0C8c00000XMMagEAH,LD - Approches littéraires à la Bible,AT9600-2
a0C8c00000XMMdvEAH,LD - Coaching et formation par compétences pour femmes,EP9610-01
a0C8c00000XMMddEAH,LD - Contextualisation de l'Évangile,HP9600-7
a0C8c00000XMMdhEAH,LD - Enseigner la théologie pastorale I,EP9600-22
a0C8c00000XMMdoEAH,LD - Enseigner la théologie pastorale II,EP9600-23
a0C8c00000XMMdpEAH,LD - Enseigner la théologie pastorale III,EP9600-24
a0C8c00000XMMdwEAH,LD - Femmes dans le ministère et en leadership,EP9610-02
a0C8c00000XMMdeEAH,LD - Fondements bibliques et théologiques 1,EP9600-19
a0C8c00000XMMdfEAH,LD - Fondements bibliques et théologiques 2,EP9600-20
a0C8c00000XMMa4EAH,LD - Formation du coeur du pasteur,EP9600-3
a0C8c00000XMMcREAX,LD - Grammaire grecque,LA9900
a0C8c00000XMMdiEAH,LD - Hist. spirit. Miss.: Réforme à aujourd'hui,HP9600-8
a0C8c00000XMMbpEAH,LD - Histoire Baptiste et de Église moderne,HP9600-5
a0C8c00000XMMlPEAX,LD - Histoire de l'apologétique,TS9600-7b
a0C8c00000XMMlOEAX,LD - Histoire de l'apologétique,TS9600-7a
a0C8c00000XMMa2EAH,LD - Histoire de la formation des pasteurs,EP9600-1
a0C8c00000XMMaTEAX,LD - Histoire de la réforme,HP9600-2
a0C8c00000XMMdjEAH,LD - Histoire de la spiritualité québécoise,HP9600-10
a0C8c00000XMManEAH,LD - Histoire des réveils,HP9600-3
a0C8c00000XMMboEAH,"LD - Histoire des réveils, deuxieme partie",HP9600-4
a0C8c00000XMMa3EAH,LD - Instruction chrétienne,EP9600-2
a0C8c00000XMMaDEAX,LD - Introduction à l'Ancien Testament,AT9600-3
a0C8c00000XMMceEAH,LD - Introduction à la théologie pastorale,EP9600-18
a0C8c00000XMMdtEAH,LD - Jeunes et religions,HP9601-1
a0C8c00000XMMdgEAH,LD - L'Église et la spiritualité missionnelle,EP9600-21
a0C8c00000XMMb4EAH,LD - L'Épître aux Romains,NT9600-1
a0C8c00000XMMbtEAH,LD - La mission de l'Église Matt.18.18-20,EP9600-10
a0C8c00000XMMdsEAH,LD - La mort et les funérailles,EP9600-27
a0C8c00000XMMdbEAH,LD - Le baptême,EP9600-16
a0C8c00000XMMdcEAH,LD - Les funérailles I,EP9600-17
a0C8c00000yAFmtEAG,LD - Les funérailles II,EP9600-32
a0C8c00000yAFpEEAW,LD - Les funérailles III,EP9600-33
a0C8c00000XMMafEAH,LD - Les priorités d'un évangéliste,EP9600-5
a0C8c00000XMMdYEAX,LD - Les Pères de l'Église,EP9600-13
a0C8c00000XMMdZEAX,LD - Marques de l'Église (9 Marks),EP9600-14
a0C8c00000XMMdNEAX,LD - Ministère aux malades et aux mourants,EP9600-12
a0C8c00000XMMa6EAH,LD - Ministère pastoral Épîtres de Paul,EP9600-4
a0C8c00000XMMcBEAX,LD - Méthode apologétique et science de la foi,TS9600-6
a0C8c00000XMMavEAH,LD - Plan de rédaction du mémoire,EP9600-7
a0C8c00000XMMbqEAH,LD - Projet de recherche : Turretin,HP9600-6
a0C8c00000XMMdaEAH,LD - Préparation au mariage,EP9600-15
a0C8c00000XMMcSEAX,LD - Pédagogie,EP9600-11
a0C8c00000XMMamEAH,LD - Recrutement dans l'Église locale,EP9600-6
a0C8c00000XMMawEAH,LD - Sotériologie,EP9600-8
a0C8c00000XMMaCEAX,LD - Survol du Pentateuque,AT9600-1
a0C8c00000XMMcOEAX,LD - Sécularisation; Desécularisation; Globalisation; Théologie de la religion,TS9600-8
a0C8c00000XMMc4EAH,LD - Théologie biblique,TS9600-4
a0C8c00000XMMauEAH,LD - Théologie biblique de l'Ancien Testament,TS9600-1
a0C8c00000XMMayEAH,LD - Théologie biblique du Nouveau Testament,TS9600-2
a0C8c00000XMMlREAX,LD - Théologie historique,TS9500-1
a0C8c00000XMMlQEAX,LD - Théologie historique,TS9600-3
a0C8c00000XMMaMEAX,LD - Église primitive,HP9600-1
a0C8c00000XMMcAEAX,LD - Épistémologie & herméneutique de la culture,TS9600-5
a0C8c00000XMMaEEAX,LD - Évangélisation dans l'Église primitive,EP9600-9
a0C8c00000XMMdkEAH,LD-Hist. spirit. Miss.: Église anc. Et Moyen Âge,HP9600-9
a0C8c00000XMMbVEAX,Le concept d'un stage pour la formation d'un évangéliste en Église,PM
a0C8c00000XMMajEAH,Le couple et le ministère,EP2539
a0CON00000NDtUm2AL,Le croyant et les visions du monde,HP7210
a0CON00000NDjEi2AL,Le croyant et les visions du monde,HP3210
a0C8c00000XMMlUEAX,Le leader et son influence,EP3511
a0C8c00000XMMlVEAX,Le leader et son influence,EP7539
a0C8c00000XMMlTEAX,Le leader et son équipe,EP6516
a0C8c00000XMMlSEAX,Le leader et son équipe,EP2516
a0C8c00000YJgiVEAT,Le pasteur dans son foyer,EP9146
a0C8c00000XMMYMEA5,Le pasteur dans son foyer,EP6580
a0C8c00000XMMYNEA5,Le pasteur dans son foyer (atelier),EP6581
a0C8c00000XMMd5EAH,Leadership,IMS609
a0C8c00000XMMlXEAX,Leadership,EP5517
a0C8c00000XMMlWEAX,Leadership,EP2517
a0C8c00000XMMYFEA5,Leadership et autorité,EP5521
a0C8c00000YJgiSEAT,Leadership et autorité,EP9021
a0C8c00000YK1r5EAD,Leadership organisationnel,CBE611
a0C8c00000XMMlYEAX,Leadership pastoral ecclésiocentrique I,EP2525
a0C8c00000XMMlZEAX,Leadership pastoral ecclésiocentrique I,EP6525
a0C8c00000XMMlaEAH,Leadership pastoral ecclésiocentrique II,EP2526
a0C8c00000XMMlbEAH,Leadership pastoral ecclésiocentrique II,EP6526
a0C8c00000YK1r3EAD,Leadership visionnaire,CBE604
a0C8c00000XMMYDEA5,Lecture pub.écritures,EP5512
a0C8c00000YJgiQEAT,Lecture pub.écritures,EP9012
a0C8c00000XMMaBEAX,Lectures dirigées - Ancien Testament,AT9600
a0C8c00000XMMb6EAH,Lectures dirigées - Histoire et philosophie,HP9600
a0C8c00000XMMb3EAH,Lectures dirigées - Nouveau Testament,NT9600
a0C8c00000XMMb5EAH,Lectures dirigées - Recherche,RE9600
a0C8c00000XMMa7EAH,Lectures dirigées - Études bibliques,BI9600
a0C8c00000XMMa1EAH,Lectures dirigées - Études pastorales,EP9600
a0C8c00000XMMa5EAH,Lectures dirigées - Études théologiques,TS9600
a0C8c00000XMMZzEAP,Lectures dirigées en théologie,TS3310
a0C8c00000XMMXYEA5,Lectures dirigées/Études pasto,EP2340
a0C8c00000XMMYkEAP,Lectures en grec biblique,LA3732
a0C8c00000YJf0OEAT,Lectures en grec biblique,LA7732
a0C8c00000YJf0TEAT,Lectures en grec biblique,LA8732
a0C8c00000YTOBiEAP,Lectures en hébreu biblique,LA3742
a0C8c00000XMMlcEAH,Les 7 questions,EP2519
a0C8c00000XMMldEAH,Les 7 questions,EP5519
a0C8c00000XMMbyEAH,Les affections spirituelles de l'ouvrier,EP8510
a0C8c00000YJgiWEAT,Les affections spirituelles de l'ouvrier,EP9510
a0CON00003JKE2v2AH,Les alliance dans l'AT et la nouvelle alliance chez Ésaïe et les Psaumes,TS8710
a0C8c00000hH7EXEA0,Les anciens,EP6514
a0C8c00000hH7ENEA0,Les anciens,EP1514
a0C8c00000XMMc8EAH,Les classiques chrétiens,HP8500
a0C8c00000XMMXTEA5,Les défis du ministère,EP2220
a0CON00000qIFfI2AW,Les grandes femmes de la foi chrétienne,EP9610-05
a0C8c00000XMMaIEAX,Les Juges,AT2104
a0C8c00000XMMlmEAH,Les petits prophètes,AT9230
a0C8c00000XMMX5EAP,Les petits prophètes,AT3130
a0C8c00000XMMllEAH,Les petits prophètes,AT7130
a0C8c00000XMMloEAH,Les prophètes,AT5302
a0C8c00000XMMlnEAH,Les prophètes,AT1302
a0C8c00000XMMlkEAH,Les quatre évangiles,NT5201
a0C8c00000XMMljEAH,Les quatre évangiles,NT1201
a0C8c00000XMMdSEAX,Les Écrits,AT1303
a0C8c00000YI8AREA1,Les Écrits,AT5303
a0C8c00000XMMbMEAX,Les Épitres de Jean,NT9115
a0C8c00000XMMZJEA5,Les Épîtres de Jean,NT6215
a0C8c00000XMMZ1EAP,Les épîtres de Jean - 1er cycl,NT2215
a0C8c00000XMMlgEAH,Les épîtres de Pierre,NT9217
a0C8c00000XMMleEAH,Les épîtres de Pierre,NT2216
a0C8c00000XMMlfEAH,Les épîtres de Pierre,NT6216
a0C8c00000XMMlhEAH,Les évangéliques : Le mouvement et ses tendances,HP4402
a0C8c00000XMMliEAH,Les évangéliques : Le mouvement et ses tendances,HP64402
a0C8c00000XMMc0EAH,Livre du AT au choix,AT
a0C8c00000XMMbzEAH,Livre du NT au choix,NT
a0C8c00000XMMcjEAH,L’adoration dans l’histoire et aujourd’hui,EP2562
a0C8c00000XMMZ2EAP,Manuscrits et versions,NT2250
a0C8c00000XMMYmEAP,Manuscrits versions anc. N.T.,LA7250
a0C8c00000XMMYpEAP,Marc - Inductif,NT2202
a0C8c00000YK1qzEAD,"Mariage, famille, foyer",CBE514
a0C8c00000XMMZ7EAP,Matthieu,NT3210
a0C8c00000XMMYtEAP,Matthieu 1 (Sermon montagne),NT2205a
a0C8c00000XMMYuEAP,Matthieu 2 (sermon montagne),NT2205b
a0C8c00000YJf0VEAT,Matthieu I,NT9210a
a0C8c00000XMMZ8EAP,Matthieu I,NT3210a
a0C8c00000YJf0PEAT,Matthieu I,NT7210a
a0C8c00000YJf0dEAD,Matthieu II,NT9210b
a0C8c00000XMMZ9EAP,Matthieu II,NT3210b
a0C8c00000YJezxEAD,Matthieu II,NT7210b
a0C8c00000YK1r6EAD,Maturité,CBE612
a0C8c00000XMMlsEAH,Ministère des femmes dans l'Église et la communauté,HP4408
a0C8c00000XMMltEAH,Ministère des femmes dans l'Église et la communauté,HP5408
a0C8c00000XMMaxEAH,Ministère jeunesse,EP1546
a0C8c00000XMMlvEAH,Missiologie,EP6521
a0C8c00000XMMluEAH,Missiologie,EP2521
a0C8c00000YK1r1EAD,Mode de vie missionel,CBE602
a0C8c00000XMMXnEAP,Musique,EP2549
a0C8c00000XMMXpEAP,Musique dans l'église,EP2551
a0C8c00000XMMaoEAH,Méthode d'étude biblique,BI6110a
a0C8c00000XMMlrEAH,Méthode exégétique (Grec),LA9134
a0C8c00000XMMlqEAH,Méthode exégétique (Grec),LA8734
a0C8c00000XMMlpEAH,Méthode exégétique (Grec),LA3734
a0C8c00000XMMXdEAP,Méthodes d'enseignement,EP2524
a0C8c00000XMMaLEAX,Méthodes de recherche en histoire,RE9601
a0C8c00000XMMY5EAP,Méthodes et matér. didactiques,EP4515
a0C8c00000XMMlwEAH,NT I : Les évangiles,NT1101
a0C8c00000XMMlxEAH,NT I : Les évangiles,NT5101
a0C8c00000XMMlyEAH,NT II : Débuts de l'ère apostolique,NT1102
a0C8c00000XMMlzEAH,NT II : Débuts de l'ère apostolique,NT5102
a0C8c00000XMMm1EAH,NT III : Fin de l'ère apostolique,NT5103
a0C8c00000XMMm0EAH,NT III : Fin de l'ère apostolique,NT1103
a0C8c00000XMMZrEAP,Néhémie,AT3129
a0C8c00000XMMYIEA5,Oecuménisme contemporain,EP6512
a0C8c00000XMMdJEAX,Origines et Histoire d'Israel,AT1201
a0C8c00000XMMdqEAH,Origines et Histoire d'Israel,AT5201
a0C8c00000YK1qoEAD,Partager l'Évangile avec les cultures,CBE307
a0C8c00000YK1qrEAD,Participer au ministère pastoral,CBE313
a0C8c00000YK1qWEAT,Participer à l'Histoire,CBE315
a0C8c00000YK1qgEAD,Participer à l'Église,CBE205
a0C8c00000XMMXhEAP,Pensée chrétienne rationnelle,EP2533
a0C8c00000XMMm2EAH,Pers. de l'oeuvre missionnaire,MI3601
a0C8c00000XMMm3EAH,Pers. de l'oeuvre missionnaire,MI7601
a0C8c00000XMMXSEA5,Personalité spirit. Conducteur,EP2210
a0C8c00000YJgiOEAT,Personnalité humaine,EP7555
a0C8c00000XMMbmEAH,Personnalité humaine,EP3555
a0C8c00000XMMm4EAH,Personnalité humaine I,EP3557
a0C8c00000XMMm5EAH,Personnalité humaine I,EP7557
a0C8c00000XMMm6EAH,Personnalité humaine II,EP3558
a0C8c00000XMMm7EAH,Personnalité humaine II,EP7558
a0C8c00000XMMXMEA5,Philo. de l'école chrétienne,EP1523
a0C8c00000XMMm9EAH,Philosophie chrétienne de la femme,EP5522
a0C8c00000XMMm8EAH,Philosophie chrétienne de la femme,EP2522
a0C8c00000XMMmAEAX,Philosophie de la religion,HP4435
a0C8c00000XMMmBEAX,Philosophie de la religion,HP7435
a0C8c00000XMMmCEAX,Philosophie du ministère - 1e partie,EP2511a
a0C8c00000XMMmDEAX,Philosophie du ministère - 1e partie,EP6511a
a0C8c00000XMMmFEAX,Philosophie du ministère - 2e partie,EP6511b
a0C8c00000XMMmEEAX,Philosophie du ministère - 2e partie,EP2511b
a0C8c00000XMMmGEAX,Pneumatologie,TS4307
a0C8c00000XMMmHEAX,Pneumatologie,TS8307
a0C8c00000XMMYcEAP,Post-Modernisme,HP6201
a0C8c00000XMMYYEA5,Post-modernisme,HP4406
a0C8c00000YK1qTEAT,Poursuivre Dieu,CBE204
a0C8c00000YK1quEAD,Pratiquer des soins spirituels,CBE317
a0C8c00000XMMclEAH,Pratiques et gestion du ministère d’adoration,EP2564
a0C8c00000XMMcbEAH,Première épitre de Jean,NT2222
a0C8c00000YK1qsEAD,Prier et rechercher le Saint-Esprit,CBE314
a0C8c00000XMMmPEAX,Principes d'interprétation,BI6100
a0C8c00000XMMcQEAX,Principes d'interprétation,BI9100
a0C8c00000XMMmOEAX,Principes d'interprétation,BI2100
a0C8c00000XMMc6EAH,Principes d'interprétation de l'Ancien Testament,BI2102
a0C8c00000XMMckEAH,Principes essentiels de l’adoration en Église,EP2563
a0C8c00000XMMd0EAH,Prière,IMS604
a0C8c00000XMMYlEAP,Problèmes d'exégèse (Grec),LA3733
a0C8c00000XMMbiEAH,Project Maîtrise - Rédaction de mémoire I,PM9001a
a0C8c00000XMMbjEAH,Project Maîtrise - Rédaction de mémoire II,PM9001b
a0C8c00000XMMbkEAH,Project Maîtrise - Rédaction de mémoire III,PM9001c
a0C8c00000XMMblEAH,Project Maîtrise - Rédaction de mémoire IV,PM9001d
a0C8c00000XMMbhEAH,Projet de recherche,RE9602
a0C8c00000XMMazEAH,Projet I - Indentifier les éléments d'un stage efficace,PM9000a
a0C8c00000XMMb0EAH,Projet II - Formuler un guide de stage pour l'évangéliste,PM9000b
a0C8c00000XMMb1EAH,Projet III - Réaliser un Guide de Formation en Église,PM9000c
a0C8c00000yAFq2EAG,Projet Maîtrise - Enseignement sur la mort et les funérailles,PM9005
a0CON00001afPgW2AU,Projet maîtrise - Formation et enseignement pour l'aumônerie funéraires,PM9004
a0C8c00000XMMb2EAH,Projet maîtrise - Rapport final,PM9000d
a0C8c00000YT1xdEAD,Projet Maîtrise - Réviser le cours théologie pastorale,PM9003
a0C8c00000XMMcHEAX,Projet Maîtrise 1,PM9002a
a0C8c00000XMMcNEAX,Projet Maîtrise 2,PM9002b
a0C8c00000XMMbSEAX,Projet maîtrise III - Réalisation du Guide de Formation en Église,PM5000c
a0C8c00000XMMYOEA5,Projet pastoral,EP7510
a0C8c00000XMMmREAX,Projet spécial en counseling biblique,EP8550
a0C8c00000XMMmQEAX,Projet spécial en counseling biblique,EP4550
a0C8c00000YTx8CEAT,Projet spécial fin de programme,EP4545
a0C8c00000XMMmSEAX,"Prophètes, sages et poètes d'Israël",AT1202
a0C8c00000XMMmTEAX,"Prophètes, sages et poètes d'Israël",AT5202
a0C8c00000XMMYXEA5,Protestantisme au Canada Fr.,HP4405
a0C8c00000XMMdHEAX,Proverbes,AT2127
a0C8c00000XMMmUEAX,Proverbes et Cantique des cantiques,AT2128
a0C8c00000XMMmVEAX,Proverbes et Cantique des cantiques,AT6128
a0C8c00000XMMYGEA5,Prédication avancée,EP5530
a0C8c00000YJgiTEAT,Prédication avancée,EP9033
a0C8c00000XMMmIEAX,Prédication Biblique,EP6502
a0C8c00000XMMbTEAX,Prédication Biblique,EP2502
a0C8c00000XMMmJEAX,Prédication Biblique,EP9102
a0C8c00000XMMc3EAH,Prédication christocentrique,EP6508
a0C8c00000XMMbuEAH,Prédication Christocentrique,EP1508
a0C8c00000XMMmLEAX,Prémillénarisme,TS8312
a0C8c00000XMMmKEAX,Prémillénarisme,TS4312
a0C8c00000XMMbEEAX,Préparation au mariage,EP9336
a0C8c00000XMMmMEAX,Préparation au mariage,EP4536
a0C8c00000XMMmNEAX,Préparation au mariage,EP8536
a0C8c00000XMMZbEAP,Prêcher les genres bibliques,TS5200
a0C8c00000YJgiiEAD,Prêcher les genres bibliques,TS9020
a0C8c00000XMMmXEAX,Psaumes,AT6126
a0C8c00000XMMmWEAX,Psaumes,AT2126
a0C8c00000XMMaUEAX,Psaumes - 1ere partie,AT2126a
a0C8c00000XMMadEAH,Psaumes - 2e partie,AT2126b
a0C8c00000XMMY4EAP,Psychologie de l'enfant,EP4512
a0C8c00000XMMY3EAP,Pédagogie,EP4511
a0C8c00000XMMZMEA5,Recherche et méthodologie,RE9510
a0C8c00000uHpDtEAK,Recherche et méthodologie - 1re partie,RE9510a
a0C8c00000uHpBdEAK,Recherche et méthodologie - 2e partie,RE9510b
a0C8c00000XMMbeEAH,Recherche I,RE9521
a0C8c00000XMMbfEAH,Recherche II,RE9522
a0C8c00000XMMbgEAH,Recherche III,RE9523
a0C8c00000YK1qnEAD,Rechercher la sainteté,CBE303
a0C8c00000XMMbvEAH,Relation aide situations crit.,EP8530
a0C8c00000XMMmaEAH,Relation d'aide auprès des adolescents,EP6543
a0C8c00000XMMmbEAH,Relation d'aide auprès des adolescents,EP2543
a0C8c00000XMMbDEAX,Relation d'aide auprès des adolescents,EP9143
a0C8c00000XMMY8EAP,Relation d'aide situation cri.,EP4530
a0C8c00000YK1r0EAD,Relations,CBE515
a0C8c00000XMMmdEAH,Relations interpersonnelles,EP6537
a0C8c00000XMMmcEAH,Relations interpersonnelles,EP2537
a0C8c00000XMMbCEAX,Renouvellement spirituel,EP9138
a0C8c00000XMMmfEAH,Renouvellement spirituel,EP4538
a0C8c00000XMMmeEAH,Renouvellement spirituel,EP6538
a0C8c00000YJgiFEAT,Rois et Chroniques,AT6001
a0C8c00000XMMaiEAH,Rois et Chroniques,AT3001
a0C8c00000XMMYqEAP,Romains - Inductif,NT2209
a0C8c00000XMMYwEAP,Romains (Exégèse),NT2210
a0C8c00000YJgiaEAD,Romains (Exégèse),NT6210
a0C8c00000XMMYyEAP,Romains cours de session,NT2212
a0C8c00000XMMZWEA5,Rédemption,TS3307
a0C8c00000YK1qvEAD,Réfléchir et se lancer,CBE410
a0C8c00000XMMmgEAH,Résidence en counseling biblique,EP4561
a0C8c00000XMMmhEAH,Résidence en counseling biblique,EP8561
a0C8c00000XMMd3EAH,Révélation,IMS607
a0C8c00000XMMZgEAP,Révélation - Inspiration,TS7303
a0C8c00000XMMdlEAH,S'affermir dans la foi,EP1525
a0C8c00000XMMd9EAH,Sagesse,IMS704
a0C8c00000XMMcyEAH,Sainteté,IMS602
a0C8c00000XMMmjEAH,Sanctification,TS8309
a0C8c00000XMMmiEAH,Sanctification,TS4309
a0C8c00000XMMYZEA5,Sectes,HP4415
a0CON00000YUWc72AH,Soins pastoraux funéraires,HP3310
a0CON00000YUfDw2AL,Soins pastoraux funéraires,HP7310
a0C8c00000XMMmqEAH,"Soins spirituels envers les malades, mourants et endeuillés",HP3309
a0C8c00000XMMmrEAH,"Soins spirituels envers les malades, mourants et endeuillés",HP7309
a0C8c00000XMMmtEAH,Sotériologie,TS7308
a0C8c00000XMMmsEAH,Sotériologie,TS3308
a0C8c00000YJezzEAD,Spiritualité biblique,EP6610
a0C8c00000XMMbsEAH,Spiritualité biblique,EP2510
a0C8c00000XMMabEAH,Stage - concentration EI,CEI400
a0C8c00000XMMdMEAX,Stage - Incubateur,EP2529
a0C8c00000YKCMHEA5,Stage : coaching et multiplication de disciples,EP8501
a0C8c00000YKCMCEA5,Stage : coaching et multiplication de disciples,EP4501
a0C8c00000YKCMMEA5,Stage : ministères dans l'Église locale,EP4502
a0C8c00000YKCMNEA5,Stage : ministères dans l'Église locale,EP8502
a0C8c00000XMMmuEAH,Stage d'intégration en counseling biblique,EP4570
a0C8c00000XMMmvEAH,Stage d'intégration en counseling biblique,EP8570
a0C8c00000XMMmzEAH,Stage d'observation en counseling biblique,EP7570
a0C8c00000XMMmyEAH,Stage d'observation en counseling biblique,EP3570
a0C8c00000XMMn0EAH,Stage Intensive 9Marks,EP3528
a0C8c00000XMMn1EAH,Stage Intensive 9Marks,EP9528
a0C8c00000XMMn3EAH,Stage pratique en aumônerie,HP7350
a0C8c00000XMMn2EAH,Stage pratique en aumônerie,HP3350
a0C8c00000XMMXcEAP,Stage Pratique I,EP2520
a0C8c00000XMMc5EAH,Stage pratique I,EP6520
a0C8c00000XMMXtEAP,Stage Pratique II,EP3522
a0C8c00000XMMc7EAH,Stage pratique II,EP7522
a0C8c00000XMMY7EAP,Stage pratique III,EP4520
a0C8c00000XMMXuEAP,Stage Pratique III,EP3523
a0C8c00000XMMXvEAP,Stage Pratique IV,EP3524
a0C8c00000XMMc9EAH,Stage pratique IV,EP7524
a0C8c00000XMMXwEAP,Stage Pratique V,EP3525
a0C8c00000XMMZvEAP,Survol Ancien Testament,AT5500
a0C8c00000XMMaHEAX,Survol de l'Ancien Testament,AT1100
a0C8c00000XMMYSEA5,Survol de l'histoire de l'Église,HP1400
a0C8c00000XMMaAEAX,Survol de l'Histoire de l'Église,HP5400
a0C8c00000XMMdmEAH,Survol du Nouveau Testament,NT3201
a0C8c00000YJgibEAD,Survol du Nouveau Testament I : Les Évangiles,NT7201
a0C8c00000XMMZ3EAP,Survol du Nouveau Testament I : Les Évangiles,NT3202
a0C8c00000XMMZ4EAP,Survol du Nouveau Testament II,NT3203
a0C8c00000YJgicEAD,Survol du Nouveau Testament II,NT7202
a0C8c00000XMMZ6EAP,Survol du Nouveau Testament III,NT3204
a0C8c00000YJgieEAD,Survol du Nouveau Testament III,NT7204
a0C8c00000XMMc1EAH,Survol histoire de l’Église I,HP6408
a0C8c00000XMMc2EAH,Survol histoire de l’Église II,HP6409
a0C8c00000XMMZlEAP,Survol livres poétiques en lect. dir.,AT2125
a0C8c00000XMMZ5EAP,Survol Nouv Testament I & II,NT3203-04
a0C8c00000XMMmkEAH,Séminaire de leadership,EP6000
a0C8c00000XMMmlEAH,Séminaire de leadership,EP4000
a0C8c00000XMMb8EAH,Séminaire de leadership,EP9100
a0C8c00000XMMmnEAH,Séminaire de prédication avancé,EP7509
a0C8c00000XMMmmEAH,Séminaire de prédication avancé,EP1509
a0C8c00000XMMalEAH,Séminaire de recherche I,RE9501
a0C8c00000XMMarEAH,Séminaire de recherche II,RE9502
a0C8c00000XMMasEAH,Séminaire de recherche III,RE9503
a0C8c00000XMMatEAH,Séminaire de recherche IV,RE9504
a0C8c00000XMMdWEAX,Séminaire de recherche V,RE9505
a0C8c00000XMMdXEAX,Séminaire de recherche VI,RE9506
a0C8c00000XMMdnEAH,Séminaire de recherche VII,RE9507
a0C8c00000yB5IAEA0,Séminaire de recherche VIII,RE9508
a0C8c00000XMMZwEAP,Séminaire en prédication,EP1503
a0C8c00000XMMXEEA5,Séminaire Herméneutique,BI8100
a0C8c00000XMMmpEAH,Séminaire sur la prière,TS5313
a0C8c00000XMMmoEAH,Séminaire sur la prière,TS1313
a0C8c00000XMMYBEA5,Séminaire T-JTA,EP4537
a0C8c00000XMMdVEAX,Technique de counseling (ateliers),EP2534
a0C8c00000XMMn5EAH,Technique de counseling I (expl.),EP6530
a0C8c00000XMMn4EAH,Technique de counseling I (expl.),EP2530
a0C8c00000XMMcTEAX,Technique de counseling I-II (ex./co.),EP2530-31
a0C8c00000XMMn6EAH,Technique de counseling II (compr.),EP2531
a0C8c00000XMMn7EAH,Technique de counseling II (compr.),EP6531
a0C8c00000XMMn9EAH,Technique de counseling III (action),EP6532
